SITEID,MONTH,TYPE,VALUE,
CHM00058362,20150101,TMAX,46,
CHM00058362,20150101,TAVG,2,
ASN00009870,20150101,PRCP,12,
US1MTMH0019,20150101,PRCP,0,
US1MTMH0019,20150101,SNOW,0,
US1MTMH0019,20150101,SNWD,127,
US1MTMH0019,20150101,WESD,137,
ASN00007089,20150101,PRCP,0,
CEM00043441,20150101,TMAX,308,
CEM00043441,20150101,TMIN,233,
CEM00043441,20150101,PRCP,0,
CEM00043441,20150101,TAVG,274,
ASN00090034,20150101,PRCP,0,
CA1ON000033,20150101,PRCP,0,
CA1ON000033,20150101,SNOW,0,
CA1ON000055,20150101,PRCP,0,
CA1ON000055,20150101,SNOW,0,
ASN00016065,20150101,TMAX,403,
ASN00016065,20150101,TMIN,210,
ASN00016065,20150101,PRCP,0,
CA1NS000049,20150101,PRCP,0,
CA1NS000049,20150101,SNOW,0,
CA1NS000049,20150101,SNWD,0,
CA1NS000049,20150101,WESD,0,
CA1NS000049,20150101,WESF,0,
US1INSJ0017,20150101,PRCP,0,
US1INSJ0017,20150101,SNOW,0,
US1INSJ0017,20150101,SNWD,0,
CA007017380,20150101,TMAX,-40,
CA007017380,20150101,TMIN,-105,
CA007017380,20150101,PRCP,10,
CA007017380,20150101,SNOW,10,
CA007017380,20150101,SNWD,0,
ASN00039242,20150101,PRCP,0,
US1INMG0012,20150101,PRCP,0,
US1INMG0012,20150101,SNOW,0,
US1INMG0012,20150101,SNWD,0,
US1INMG0012,20150101,WESD,0,
US1INMG0012,20150101,WESF,0,
US1INLP0028,20150101,PRCP,0,
US1INLP0028,20150101,SNOW,0,
ASN00015005,20150101,PRCP,0,
ASN00079028,20150101,TMAX,325,
ASN00079028,20150101,TMIN,96,
ASN00079028,20150101,PRCP,0,
ASN00080091,20150101,TMAX,339,
ASN00080091,20150101,TMIN,103,
ASN00080091,20150101,PRCP,0,
CA006124127,20150101,TMAX,-10,
CA006124127,20150101,TMIN,-70,
CA006124127,20150101,PRCP,0,
CA006124127,20150101,SNOW,0,
CA006124127,20150101,SNWD,0,
ASN00077021,20150101,PRCP,0,
US1ILKD0009,20150101,PRCP,0,
US1ILKD0009,20150101,SNOW,0,
ASN00074258,20150101,TMAX,348,
ASN00074258,20150101,TMIN,121,
ASN00074258,20150101,PRCP,0,
ASN00074258,20150101,TAVG,269,
US1FLPK0038,20150101,PRCP,10,
US1FLOK0001,20150101,PRCP,0,
US1FLOK0001,20150101,SNOW,0,
US1COLR0825,20150101,PRCP,0,
US1COLR0825,20150101,SNOW,0,
ARM00087016,20150101,TMIN,240,
ARM00087016,20150101,TAVG,293,
ASN00033312,20150101,PRCP,0,
ASN00068241,20150101,TMAX,276,
ASN00068241,20150101,TMIN,200,
ASN00068241,20150101,PRCP,0,
USW00093990,20150101,TMAX,-27,
USW00093990,20150101,TMIN,-149,
USW00093990,20150101,PRCP,0,
USW00093990,20150101,AWND,27,
USW00093990,20150101,WDF2,270,
USW00093990,20150101,WDF5,280,
USW00093990,20150101,WSF2,45,
USW00093990,20150101,WSF5,54,
VEM00080410,20150101,PRCP,3,
VEM00080410,20150101,TAVG,249,
ASN00009256,20150101,TMAX,239,
ASN00009256,20150101,TMIN,174,
ASN00009256,20150101,PRCP,0,
ASN00009105,20150101,PRCP,0,
USC00411267,20150101,TMAX,-78,800
USC00411267,20150101,TMIN,-161,800
USC00411267,20150101,TOBS,-78,800
USC00411267,20150101,PRCP,0,800
USC00411267,20150101,SNWD,25,
USC00411267,20150101,SN32,17,800
USC00411267,20150101,SX32,28,800
USC00411267,20150101,WT01,1,
US1ALMD0059,20150101,PRCP,0,
US1ALMD0059,20150101,SNOW,0,
ASN00031051,20150101,PRCP,360,
ASN00002069,20150101,PRCP,54,
US10shem009,20150101,PRCP,0,
USC00402108,20150101,TMAX,11,700
USC00402108,20150101,TMIN,-44,700
USC00402108,20150101,TOBS,-11,700
USC00402108,20150101,PRCP,0,700
USC00393681,20150101,PRCP,0,800
USC00393681,20150101,SNOW,0,
USC00393681,20150101,SNWD,76,
USC00385946,20150101,TMAX,106,700
USC00385946,20150101,TMIN,-17,700
USC00385946,20150101,TOBS,-11,700
USC00385946,20150101,PRCP,0,700
USC00361212,20150101,TMAX,-28,700
USC00361212,20150101,TMIN,-122,700
USC00361212,20150101,TOBS,-44,700
USC00361212,20150101,PRCP,0,700
USC00361212,20150101,SNOW,5,
USC00361212,20150101,SNWD,0,
USC00367029,20150101,TMAX,-72,700
USC00367029,20150101,TMIN,-111,700
USC00367029,20150101,TOBS,-106,700
USC00367029,20150101,PRCP,0,700
USC00367029,20150101,SNOW,0,
USC00367029,20150101,SNWD,0,
USC00367732,20150101,TMAX,6,800
USC00367732,20150101,TMIN,-33,800
USC00367732,20150101,TOBS,-33,800
USC00367732,20150101,PRCP,0,800
USC00367732,20150101,SNOW,0,
USC00367732,20150101,SNWD,0,
ASN00061110,20150101,PRCP,0,
USC00356784,20150101,TMAX,133,900
USC00356784,20150101,TMIN,-11,900
USC00356784,20150101,PRCP,0,900
USW00093721,20150101,TMAX,61,2400
USW00093721,20150101,TMIN,-82,2400
USW00093721,20150101,PRCP,0,2400
USW00093721,20150101,SNOW,0,
USW00093721,20150101,SNWD,0,
USW00093721,20150101,AWND,20,
USW00093721,20150101,TAVG,-15,
USW00093721,20150101,WDF2,220,
USW00093721,20150101,WDF5,220,
USW00093721,20150101,WSF2,81,
USW00093721,20150101,WSF5,107,
USW00023110,20150101,TMAX,111,
USW00023110,20150101,TMIN,-43,
USW00023110,20150101,PRCP,0,
USW00023110,20150101,AWND,16,
USW00023110,20150101,PGTM,1329,
USW00023110,20150101,WDF2,120,
USW00023110,20150101,WDF5,120,
USW00023110,20150101,WSF2,45,
USW00023110,20150101,WSF5,58,
USS0015H24S,20150101,TMAX,0,
USS0015H24S,20150101,TMIN,-126,
USS0015H24S,20150101,TOBS,-123,
USS0015H24S,20150101,PRCP,0,
USS0015H24S,20150101,SNWD,610,
USS0015H24S,20150101,TAVG,-73,
USS0015H24S,20150101,WESD,1295,
USS0019A09S,20150101,PRCP,0,
USS0019A09S,20150101,SNWD,406,
USS0019A09S,20150101,WESD,1041,
USW00003030,20150101,TMAX,6,
USW00003030,20150101,TMIN,-82,
USW00003030,20150101,PRCP,0,
USW00003030,20150101,SNOW,0,
USW00003030,20150101,SNWD,0,
USW00003030,20150101,AWND,20,
USW00003030,20150101,WDF2,220,
USW00003030,20150101,WDF5,250,
USW00003030,20150101,WSF2,45,
USW00003030,20150101,WSF5,54,
USW00003030,20150101,WT04,1,
US1CODG0056,20150101,PRCP,0,
US1CODG0056,20150101,SNOW,0,
US1CODG0056,20150101,SNWD,89,
USR0000WBAR,20150101,TMAX,-33,
USR0000WBAR,20150101,TMIN,-189,
USR0000WBAR,20150101,TAVG,-94,
USS0005G05S,20150101,TMAX,-16,
USS0005G05S,20150101,TMIN,-148,
USS0005G05S,20150101,TOBS,-49,
USS0005G05S,20150101,PRCP,25,
USS0005G05S,20150101,SNWD,432,
USS0005G05S,20150101,TAVG,-68,
USS0005G05S,20150101,WESD,813,
USW00012935,20150101,TMAX,83,2400
USW00012935,20150101,TMIN,67,2400
USW00012935,20150101,PRCP,3,2400
USW00012935,20150101,SNWD,0,
USW00012935,20150101,AWND,62,
USW00012935,20150101,WDF2,30,
USW00012935,20150101,WDF5,30,
USW00012935,20150101,WSF2,94,
USW00012935,20150101,WSF5,116,
USW00012935,20150101,WT01,1,
USW00012935,20150101,WT08,1,
USS0006P10S,20150101,TMAX,-53,
USS0006P10S,20150101,TMIN,-205,
USS0006P10S,20150101,TOBS,-205,
USS0006P10S,20150101,PRCP,0,
USS0006P10S,20150101,SNWD,254,
USS0006P10S,20150101,AWDR,294,
USS0006P10S,20150101,AWND,3,
USS0006P10S,20150101,TAVG,-112,
USS0006P10S,20150101,WESD,356,
USS0006P10S,20150101,WSFI,25,
US1COCC0005,20150101,PRCP,0,
US1COCC0005,20150101,SNOW,0,
US1COCC0005,20150101,SNWD,203,
USR0000OHAY,20150101,TMAX,-44,
USR0000OHAY,20150101,TMIN,-150,
USR0000OHAY,20150101,TAVG,-97,
US1COBO0075,20150101,PRCP,0,
US1COBO0075,20150101,SNOW,0,
US1COBO0075,20150101,SNWD,127,
USR0000NLOS,20150101,TMAX,-28,
USR0000NLOS,20150101,TMIN,-61,
USR0000NLOS,20150101,TAVG,-49,
USR0000OBEN,20150101,TMAX,11,
USR0000OBEN,20150101,TMIN,-106,
USR0000OBEN,20150101,TAVG,-57,
CA003020679,20150101,TMAX,31,
CA003020679,20150101,TMIN,-27,
CA003020679,20150101,PRCP,5,
US1COBA0027,20150101,PRCP,0,
ASN00087014,20150101,PRCP,0,
US1MNBW0002,20150101,PRCP,0,
US1MNBW0002,20150101,SNOW,0,
CA008300418,20150101,TMAX,-27,
CA008300418,20150101,TMIN,-135,
CA008300418,20150101,PRCP,9,
CA008300418,20150101,SNWD,10,
ASN00015653,20150101,PRCP,0,
ASN00015644,20150101,PRCP,0,
ASN00015608,20150101,PRCP,0,
US1MEYK0022,20150101,PRCP,0,
US1MEYK0022,20150101,SNOW,0,
US1MAMD0036,20150101,PRCP,0,
US1MAMD0036,20150101,SNOW,0,
US1MABA0011,20150101,PRCP,0,
US1MABA0011,20150101,SNOW,0,
US1KYWR0015,20150101,PRCP,0,
US1KYWR0015,20150101,SNOW,0,
ASN00040199,20150101,PRCP,0,
US1KSRN0042,20150101,PRCP,0,
US1KSRN0042,20150101,SNOW,0,
US1KSRN0042,20150101,SNWD,38,
US1KSSG0093,20150101,PRCP,0,
US1KSSG0093,20150101,SNOW,0,
US1KSMS0002,20150101,PRCP,0,
US1KSMS0002,20150101,SNOW,0,
ASN00040141,20150101,PRCP,80,
US1KSGY0003,20150101,PRCP,0,
US1KSGY0003,20150101,SNOW,0,
US1KSDG0015,20150101,PRCP,0,
US1KSDG0015,20150101,SNOW,0,
US1KSDG0015,20150101,SNWD,0,
USC00237578,20150101,TMAX,-33,700
USC00237578,20150101,TMIN,-133,700
USC00237578,20150101,TOBS,-83,700
USC00237578,20150101,PRCP,0,700
USC00237578,20150101,SNOW,0,
USC00237578,20150101,SNWD,0,
USC00216839,20150101,TMAX,-72,630
USC00216839,20150101,TMIN,-194,630
USC00216839,20150101,TOBS,-72,630
USC00216839,20150101,PRCP,0,630
USC00216839,20150101,SNOW,0,
USC00216839,20150101,SNWD,76,
USC00215325,20150101,TMAX,-61,700
USC00215325,20150101,TMIN,-172,700
USC00215325,20150101,TOBS,-61,700
USC00215325,20150101,PRCP,0,700
USC00215325,20150101,SNOW,0,
USC00215325,20150101,SNWD,25,
RSM00031534,20150101,TMIN,-334,
RSM00031534,20150101,SNWD,279,
RSM00031534,20150101,TAVG,-280,
USC00176937,20150101,TMAX,-61,1700
USC00176937,20150101,TMIN,-161,1700
USC00176937,20150101,TOBS,-67,1700
USC00176937,20150101,PRCP,0,1700
USC00176937,20150101,SNOW,0,
USC00176937,20150101,SNWD,0,1700
RSM00031295,20150101,TMAX,-158,
RSM00031295,20150101,PRCP,0,
RSM00031295,20150101,SNWD,180,
RSM00031295,20150101,TAVG,-208,
ASN00066148,20150101,PRCP,0,
USR0000ASCA,20150101,TMAX,56,
USR0000ASCA,20150101,TMIN,-22,
USR0000ASCA,20150101,TAVG,12,
USR0000IIND,20150101,TMAX,-106,
USR0000IIND,20150101,TMIN,-194,
USR0000IIND,20150101,TAVG,-162,
USR0000AHLM,20150101,TMAX,150,
USR0000AHLM,20150101,TMIN,128,
USR0000AHLM,20150101,TAVG,139,
US1CASH0050,20150101,PRCP,0,
US1CASH0050,20150101,SNOW,0,
USC00502339,20150101,TMAX,-28,800
USC00502339,20150101,TMIN,-78,800
USC00502339,20150101,TOBS,-56,800
USC00502339,20150101,PRCP,10,800
USC00502339,20150101,SNOW,15,
USC00502339,20150101,SNWD,203,
USC00500284,20150101,TMAX,0,2400
USC00500284,20150101,TMIN,-56,2400
USC00500284,20150101,TOBS,-50,2400
USC00500284,20150101,PRCP,18,2400
USC00500284,20150101,SNOW,13,
USC00500284,20150101,SNWD,51,2400
US1CAPC0019,20150101,PRCP,0,
US1CAPC0019,20150101,SNOW,0,
USC00489616,20150101,TMAX,-78,
USC00489616,20150101,TMIN,-194,
USC00489616,20150101,TOBS,-161,
USC00489616,20150101,PRCP,0,800
USC00489616,20150101,SNOW,0,
USC00489616,20150101,SNWD,229,800
US1CASD0013,20150101,PRCP,0,
US1CASD0013,20150101,SNOW,0,
US1CASD0029,20150101,PRCP,18,
US1CANV0001,20150101,PRCP,0,
US1CANV0001,20150101,SNOW,0,
ASN00032172,20150101,PRCP,110,
US1CALA0054,20150101,PRCP,0,
US1CALA0054,20150101,SNOW,0,
USC00475017,20150101,TMAX,-33,1800
USC00475017,20150101,TMIN,-94,1800
USC00475017,20150101,TOBS,-44,1800
USC00475017,20150101,PRCP,0,1800
USC00475017,20150101,SNOW,0,
USC00475017,20150101,SNWD,0,1800
ASN00063155,20150101,PRCP,0,
USC00466248,20150101,TMAX,-50,800
USC00466248,20150101,TMIN,-61,800
USC00466248,20150101,TOBS,-50,800
USC00466248,20150101,PRCP,0,800
USC00457696,20150101,TMAX,22,730
USC00457696,20150101,TMIN,-39,730
USC00457696,20150101,PRCP,0,800
USC00457696,20150101,SNOW,0,
USC00457696,20150101,SNWD,0,
USC00457180,20150101,TMAX,-61,700
USC00457180,20150101,TMIN,-156,700
USC00457180,20150101,TOBS,-133,700
USC00457180,20150101,PRCP,0,700
USC00457180,20150101,SNOW,0,
USC00457180,20150101,SNWD,0,
USC00450668,20150101,TMAX,-61,800
USC00450668,20150101,TMIN,-133,800
USC00450668,20150101,TOBS,-128,800
USC00450668,20150101,PRCP,0,800
USC00450668,20150101,SNOW,0,
USC00450668,20150101,SNWD,0,800
USC00435273,20150101,TMAX,-17,800
USC00435273,20150101,TMIN,-139,800
USC00435273,20150101,TOBS,-50,800
USC00435273,20150101,PRCP,0,800
USC00435273,20150101,SNOW,0,
USC00435273,20150101,SNWD,0,800
US1ARWH0009,20150101,PRCP,0,
US1ARWH0009,20150101,SNOW,0,
US1AZMR0362,20150101,PRCP,140,
US1AZMR0368,20150101,PRCP,48,
US1ARRN0012,20150101,PRCP,0,
US1ARRN0012,20150101,SNOW,0,
ASN00031181,20150101,PRCP,0,
USC00416733,20150101,TMAX,-22,800
USC00416733,20150101,TMIN,-61,800
USC00416733,20150101,TOBS,-22,800
USC00416733,20150101,PRCP,28,800
USC00416733,20150101,SNOW,0,
USC00416733,20150101,SNWD,0,
ASN00062021,20150101,PRCP,0,
US1ARGN0006,20150101,PRCP,0,
US1ARGN0006,20150101,SNOW,0,
CA001017101,20150101,TMAX,45,
CA001017101,20150101,TMIN,5,
US1ALMS0020,20150101,PRCP,0,
US1ALMS0020,20150101,SNOW,0,
USC00411810,20150101,TMAX,72,700
USC00411810,20150101,TMIN,39,700
USC00411810,20150101,TOBS,50,700
USC00411810,20150101,PRCP,0,700
USC00412096,20150101,PRCP,53,700
USC00035691,20150101,PRCP,0,800
USC00035691,20150101,SNOW,0,
USC00035691,20150101,SNWD,0,
USC00030178,20150101,PRCP,0,700
USC00030178,20150101,SNOW,0,
USC00030178,20150101,SNWD,0,
ASN00010582,20150101,PRCP,0,
US1WIDG0011,20150101,PRCP,8,
US1WIVL0010,20150101,PRCP,18,
US1WIVL0010,20150101,SNOW,18,
US1WIVL0010,20150101,SNWD,330,
US1WIVL0010,20150101,WESF,18,
IV000005592,20150101,TMAX,310,
IV000005592,20150101,TMIN,224,
IV000005592,20150101,TAVG,260,
US1WIBT0005,20150101,PRCP,8,
US1WICH0003,20150101,PRCP,0,
US1WICH0003,20150101,SNOW,0,
US1WICH0003,20150101,SNWD,114,
US1WICH0003,20150101,WESF,0,
ASN00023005,20150101,PRCP,0,
US1WASJ0040,20150101,PRCP,0,
US1WASJ0040,20150101,SNOW,0,
US1WASJ0033,20150101,PRCP,0,
US1WASJ0033,20150101,SNOW,0,
USC00351897,20150101,TMAX,39,800
USC00351897,20150101,TMIN,-67,800
USC00351897,20150101,PRCP,0,800
USC00351897,20150101,SNOW,0,
USC00351897,20150101,SNWD,0,
US10hami005,20150101,PRCP,0,
USC00341270,20150101,TMAX,-11,2400
USC00341270,20150101,TMIN,-61,2400
USC00341270,20150101,PRCP,0,2400
USC00341270,20150101,SN32,0,2400
USC00341270,20150101,SX32,0,2400
USC00350304,20150101,TMAX,39,700
USC00350304,20150101,TMIN,-89,700
USC00350304,20150101,TOBS,-44,700
USC00350304,20150101,PRCP,0,700
TUM00017160,20150101,PRCP,3,
TUM00017160,20150101,TAVG,52,
TX000038511,20150101,TMAX,42,
TX000038511,20150101,TAVG,26,
TX000038687,20150101,TMAX,137,
TX000038687,20150101,TMIN,11,
TX000038687,20150101,TAVG,59,
ASN00003051,20150101,PRCP,8,
USC00306196,20150101,TMAX,-67,730
USC00306196,20150101,TMIN,-94,730
USC00306196,20150101,TOBS,-89,730
USC00306196,20150101,PRCP,0,730
USC00306196,20150101,SNOW,0,
USC00306196,20150101,SNWD,25,730
TH000048475,20150101,TMAX,277,
TH000048475,20150101,TAVG,245,
SWE00140442,20150101,TMAX,66,
SWE00140442,20150101,TMIN,11,
SWE00140442,20150101,PRCP,0,
SWE00140350,20150101,TMAX,30,
SWE00140350,20150101,TMIN,3,
SWE00140350,20150101,PRCP,45,
SWE00140308,20150101,PRCP,0,
SWE00140308,20150101,SNWD,0,
USC00264341,20150101,TMAX,-17,1700
USC00264341,20150101,TMIN,-239,1700
USC00264341,20150101,TOBS,-100,1700
USC00264341,20150101,PRCP,0,1700
USC00264341,20150101,SNOW,0,
USC00264341,20150101,SNWD,0,1700
USC00256837,20150101,PRCP,0,800
USC00256837,20150101,SNOW,0,
USC00256837,20150101,SNWD,0,
SWE00138880,20150101,PRCP,35,
SWE00139452,20150101,TMAX,58,
SWE00139452,20150101,TMIN,14,
SWE00139452,20150101,PRCP,18,
ASN00056238,20150101,TMAX,287,
ASN00056238,20150101,TMIN,152,
ASN00056238,20150101,PRCP,0,
SWE00138428,20150101,PRCP,89,
SWE00138428,20150101,SNWD,0,
USC00247342,20150101,TMAX,-11,1630
USC00247342,20150101,TMIN,-106,1630
USC00247342,20150101,PRCP,0,1630
USC00247342,20150101,SNOW,0,
SWE00138100,20150101,PRCP,398,
SWE00138100,20150101,SNWD,0,
SWE00137764,20150101,PRCP,90,
USC00245872,20150101,TMAX,17,1700
USC00245872,20150101,TMIN,-72,1700
USC00245872,20150101,PRCP,0,1700
USC00245872,20150101,SNOW,0,
USC00245872,20150101,SNWD,0,
USC00244364,20150101,TMAX,-44,800
USC00244364,20150101,TMIN,-139,800
USC00244364,20150101,TOBS,-67,800
USC00244364,20150101,PRCP,0,800
USC00244364,20150101,SNOW,0,
USC00244364,20150101,SNWD,76,800
ASN00004008,20150101,PRCP,0,
SPW00014011,20150101,TAVG,15,
IDM00097240,20150101,TMAX,294,
IDM00097240,20150101,TMIN,239,
IDM00097240,20150101,TAVG,266,
US1SCLX0093,20150101,PRCP,0,
US1SCRC0004,20150101,PRCP,0,
US1SCRC0004,20150101,SNOW,0,
US1SDPN0002,20150101,PRCP,0,
US1SDPN0002,20150101,SNOW,0,
US1SDPN0002,20150101,SNWD,89,
IDM00097028,20150101,TMIN,245,
IDM00097028,20150101,TAVG,282,
AYM00089879,20150101,TAVG,-7,
US1SCLN0004,20150101,PRCP,0,
US1SCLN0004,20150101,SNOW,0,
ASN00041529,20150101,TMAX,289,
ASN00041529,20150101,TMIN,202,
ASN00041529,20150101,PRCP,0,
GME00131362,20150101,TMAX,-5,
GME00131362,20150101,TMIN,-93,
GME00131362,20150101,PRCP,0,
GME00131362,20150101,SNWD,120,
GME00132310,20150101,TMAX,3,
GME00132310,20150101,TMIN,-104,
GME00132310,20150101,PRCP,0,
GME00132310,20150101,SNWD,330,
GME00128818,20150101,TMAX,17,
GME00128818,20150101,TMIN,-116,
GME00128818,20150101,PRCP,0,
GME00128818,20150101,SNWD,220,
US1SCHR0075,20150101,PRCP,0,
US1SCHR0075,20150101,SNOW,0,
US1SCFL0013,20150101,PRCP,0,
ASN00098012,20150101,PRCP,32,
USC00152548,20150101,TMAX,-11,800
USC00152548,20150101,TMIN,-78,800
USC00152548,20150101,PRCP,0,800
RSM00029562,20150101,TMAX,1,
RSM00029562,20150101,TMIN,-100,
RSM00029562,20150101,PRCP,5,
RSM00029562,20150101,SNWD,290,
RSM00029562,20150101,TAVG,-13,
USC00147335,20150101,PRCP,0,700
USC00147335,20150101,SNOW,0,
USC00147335,20150101,SNWD,0,
USC00143954,20150101,TMAX,-56,700
USC00143954,20150101,TMIN,-117,700
USC00143954,20150101,TOBS,-56,700
USC00143954,20150101,PRCP,0,700
USC00143954,20150101,SNOW,0,
USC00143954,20150101,SNWD,0,
RSM00021908,20150101,PRCP,0,
RSM00021908,20150101,SNWD,300,
RSM00021908,20150101,TAVG,-497,
USC00135769,20150101,TMAX,-67,700
USC00135769,20150101,TMIN,-178,700
USC00135769,20150101,TOBS,-100,700
USC00135769,20150101,PRCP,0,700
USC00135769,20150101,SNOW,0,
USC00135769,20150101,SNWD,0,
USC00137844,20150101,TMAX,-11,
USC00137844,20150101,TMIN,-122,
USC00137844,20150101,TOBS,-67,
USC00137844,20150101,PRCP,0,2400
USC00137844,20150101,SNOW,0,
USC00137844,20150101,SNWD,0,
RSM00028049,20150101,TMIN,-340,
RSM00028049,20150101,SNWD,221,
RSM00028049,20150101,TAVG,-310,
USC00135493,20150101,TMAX,-17,1900
USC00135493,20150101,TMIN,-139,1900
USC00135493,20150101,TOBS,-50,1900
USC00135493,20150101,PRCP,0,1900
USC00135493,20150101,SNOW,0,
USC00135493,20150101,SNWD,25,
RSM00020292,20150101,TMIN,-301,
RSM00020292,20150101,PRCP,3,
RSM00020292,20150101,SNWD,170,
RSM00020292,20150101,TAVG,-258,
RP000098755,20150101,TMAX,302,
RP000098755,20150101,PRCP,5,
RP000098755,20150101,TAVG,269,
RP000982230,20150101,TMIN,180,
RP000982230,20150101,TAVG,248,
RQC00660061,20150101,TMAX,267,800
RQC00660061,20150101,TMIN,128,800
RQC00660061,20150101,TOBS,167,800
RQC00660061,20150101,PRCP,0,800
RQC00660061,20150101,EVAP,18,800
RQC00660061,20150101,WDMV,3,
USC00106388,20150101,TMAX,-100,800
USC00106388,20150101,TMIN,-261,800
USC00106388,20150101,PRCP,0,800
USC00106388,20150101,SNOW,0,
RP000098232,20150101,TMAX,250,
RP000098232,20150101,TAVG,228,
USC00102260,20150101,TMAX,-100,1600
USC00102260,20150101,TMIN,-194,1600
USC00102260,20150101,TOBS,-128,1600
USC00102260,20150101,PRCP,0,1600
USC00102260,20150101,SNOW,0,
USC00102260,20150101,SNWD,229,1600
PKM00041780,20150101,TAVG,190,
NLE00109332,20150101,PRCP,58,
NLE00109332,20150101,SNWD,0,
NOE00105483,20150101,TMAX,84,
NOE00105483,20150101,TMIN,65,
NLE00109152,20150101,PRCP,21,
NLE00109152,20150101,SNWD,0,
NLE00109220,20150101,PRCP,14,
NLE00109220,20150101,SNWD,0,
NLE00109240,20150101,PRCP,41,
NLE00109240,20150101,SNWD,0,
NLE00109322,20150101,PRCP,77,
NLE00109322,20150101,SNWD,0,
USC00049073,20150101,TMAX,89,2400
USC00049073,20150101,TMIN,-17,2400
USC00049073,20150101,TOBS,6,2400
USC00049073,20150101,PRCP,0,2400
USC00049073,20150101,SNOW,0,
USC00049073,20150101,SNWD,0,
NLE00101883,20150101,PRCP,60,
NLE00101883,20150101,SNWD,0,
USC00046144,20150101,TMAX,133,800
USC00046144,20150101,TMIN,33,800
USC00046144,20150101,TOBS,50,800
USC00046144,20150101,PRCP,0,800
USC00046144,20150101,EVAP,23,
USC00046144,20150101,WDMV,34,
USC00046386,20150101,TMAX,106,1530
USC00046386,20150101,TMIN,-6,1530
USC00046386,20150101,TOBS,89,1530
USC00046386,20150101,PRCP,0,1530
ASN00044211,20150101,PRCP,0,
ASN00005040,20150101,PRCP,0,
ASN00044166,20150101,PRCP,0,
US1TXHYS013,20150101,PRCP,244,
US1TXHYS116,20150101,PRCP,51,
US1TXGS0039,20150101,PRCP,0,
ASN00020017,20150101,PRCP,0,
ASN00019117,20150101,PRCP,0,
US1TXBXR188,20150101,PRCP,10,
US1TXBEL009,20150101,PRCP,38,
US1TXBST086,20150101,PRCP,69,
ASN00043090,20150101,PRCP,0,
US1TNCT0002,20150101,PRCP,0,
US1TNCT0002,20150101,SNOW,0,
US1TNCM0004,20150101,PRCP,0,
US1TNCM0004,20150101,SNOW,0,
US1PAWY0001,20150101,PRCP,0,
US1PAWY0001,20150101,SNOW,0,
US1ORDG0010,20150101,PRCP,0,
US1ORDG0010,20150101,SNOW,0,
US1ORDG0010,20150101,SNWD,0,
US1ORDG0010,20150101,WESD,0,
US1ORDG0010,20150101,WESF,0,
US1PAAD0026,20150101,PRCP,0,
US1PAAD0026,20150101,SNOW,0,
GME00122962,20150101,TMAX,-8,
GME00122962,20150101,TMIN,-34,
GME00122962,20150101,PRCP,0,
GME00122962,20150101,SNWD,140,
US1NYRL0005,20150101,PRCP,0,
US1NYRL0005,20150101,SNOW,0,
FP000091938,20150101,TMAX,318,
FP000091938,20150101,TMIN,253,
FP000091938,20150101,PRCP,30,
FP000091938,20150101,TAVG,284,
FP000091948,20150101,PRCP,330,
FP000091948,20150101,TAVG,233,
FIE00143341,20150101,PRCP,59,
ASN00041209,20150101,PRCP,0,
ASN00093040,20150101,PRCP,0,
US1NMSC0034,20150101,PRCP,0,
US1NMSC0034,20150101,SNOW,0,
US1NVWH0067,20150101,PRCP,0,
US1NVWH0067,20150101,SNOW,0,
ASN00041098,20150101,PRCP,0,
ASN00091171,20150101,PRCP,4,
US1NJBT0029,20150101,PRCP,0,
US1NJBT0029,20150101,SNOW,0,
ASN00092005,20150101,PRCP,0,
COM00080097,20150101,PRCP,0,
COM00080097,20150101,TAVG,277,
CHM00059265,20150101,TMAX,199,
CHM00059265,20150101,TAVG,133,
CHM00058527,20150101,TMAX,118,
CHM00058527,20150101,TAVG,46,
CHM00057290,20150101,TMAX,80,
CHM00057290,20150101,TMIN,-39,
CHM00057290,20150101,TAVG,16,
CHM00057957,20150101,TAVG,104,
CHM00056954,20150101,TMAX,218,
CHM00056954,20150101,TMIN,98,
CHM00056954,20150101,TAVG,146,
CHM00052787,20150101,TMAX,-10,
CHM00052787,20150101,TMIN,-134,
CHM00052787,20150101,TAVG,-71,
US1NCDH0006,20150101,PRCP,0,
US1NCDH0006,20150101,SNOW,0,
ASN00016096,20150101,TMAX,401,
ASN00016096,20150101,TMIN,204,
ASN00016096,20150101,PRCP,0,
US1MTRB0006,20150101,PRCP,0,
US1MTRB0006,20150101,SNOW,0,
US1MTTN0003,20150101,PRCP,0,
US1MTTN0003,20150101,SNOW,0,
US1MOGR0049,20150101,PRCP,0,
US1MOFSA065,20150101,PRCP,0,
US1MOFSA065,20150101,SNOW,0,
US1MOFSA065,20150101,SNWD,0,
US1MNHN0089,20150101,PRCP,0,
US1MNHN0089,20150101,SNOW,0,
US1MNHN0089,20150101,SNWD,76,
US1MNIT0006,20150101,PRCP,5,
US1MNSL0015,20150101,PRCP,5,
US1MNSL0015,20150101,SNOW,18,
US1MNSL0015,20150101,SNWD,127,
US1WASJ0023,20150101,PRCP,0,
US1WASJ0023,20150101,SNOW,0,
US1WAKP0032,20150101,PRCP,0,
US1WAKP0032,20150101,SNOW,0,
US1UTWG0007,20150101,PRCP,0,
US1UTWG0007,20150101,SNOW,0,
US1TXWM0162,20150101,PRCP,58,
US1TXWM0122,20150101,PRCP,102,
US1TXVZ0002,20150101,PRCP,53,
US1TXTV0027,20150101,PRCP,150,
